id	type	message	created_time	comments	likes	commentsandlikes
97730949316_10151405267304317	status	thanks!!	2013-03-23T18:04:15+0000	0	0	0
97730949316_10151405227164317	link	http://copadomundo.uol.com.br/noticias/redacao/2013/03/23/concessao-do-maracana-dara-lucro-de-r-14-bi-a-empresa-e-prejuizo-de-r-111-mi-a-governo.htm	2013-03-23T17:38:25+0000	0	0	0
97730949316_10151402925189317	status	O perfil do Partido pirata Rio de Janeiro está fazendo publicações convocando pessoas a lutarem contr uma ordem de despejo que esta sendo realizada agora na cidade. __Minha pergunta é: o Partido decidiu apoiar esses manifestantes? Se sim_ onde posso ter acesso ao log dessa decisão?	2013-03-22T09:41:03+0000	28	0	28
97730949316_10151404639564317	link	DRM dispute around HTML5 - The H Open: News and Features - http://www.h-online.com/open/news/item/DRM-dispute-around-HTML5-1828185.html_ _- W3C se afastou de seus princípios?_Vi em Fábio Emilio Costa	2013-03-23T09:07:20+0000	0	0	0
97730949316_10151404341864317	status		2013-03-23T04:01:04+0000	0	3	3
97730949316_10151404231269317	link	O Mauricio Ricardo mandou bem nessa aí:	2013-03-23T01:39:45+0000	0	0	0
97730949316_10151403859424317	status	Os indígenas Guarani da Aldeia Maracanã_ estavam prestando um serviço público dando função social de índole educativa e cultural para a população_ de um imóvel público_ portanto do Povo. Em um país de verdade esta Aldeia ganharia um Nobel_ diplomas e medalhas._Mas uma vez os indígenas sofrem a violência de Estado e a sua sanha imoral de lucros colocadas acima do ser humano e da cultural original-ancestral!_As caravelas dos exploradores_ ainda estão aqui dentro_ devemos queima-las!_O Mundo tem que saber deste absurdo!!!! A remoção violenta_ autoritária_ anticidadã e lesa-pátria!_Tenho vergonha de ser do Rio e brasileiro!_A partir de agora não seremos somente oposição ao governo Sérgio Cabral e a sua pessoa_ seremos seus inimigos mais ferrenhos!!_Sérgio Cabral_ inimigo número Um dos indígenas e aliad@s e do povo trabalhador(a)!_Devemos resgatar o ancestral espírito de rebeldia e ousadia da Confederação dos Tamoios_ da Revolta da Chibata_ da Insurreição anarquista de 1917-18_ da Revolta das Barcas de Niterói nos anos 60!_Hoje a casa dos indígenas para encher o rabo do Eike de mais grana_ amanhã é você que perderá o pouco que tem._Anauê grande Tupã! Afogue as almas destes espíritos Sebosos!_Povo Fluminense & Brasileiro acorda porra!!!	2013-03-22T21:39:27+0000	0	4	4
97730949316_10151403848879317	status	E viva a sociedade Orwelliana!_http://www.youtube.com/watch?v=cpewZt9dvCE&feature=endscreen	2013-03-22T21:29:55+0000	0	1	1
97730949316_10151403768844317	photo	Tomem isso_ cariocas! Os nossos índios são mais high-tech que os seus! MUAHAHAHAHAHAHHA... [risada de vilão]	2013-03-22T20:15:55+0000	3	6	9
97730949316_10151403685754317	link	A miragem da Propriedade Intelectual fere os direitos mais básicos dos autores	2013-03-22T19:07:30+0000	0	4	4
97730949316_10151403614224317	link	Acabei de jogar uma praga no Sergio Sá Leitão_ o diretor da Rio Filmes_ que tava usando a sua conta no twitter para comemorar a ação da polícia na Aldeia Maracanã. Se alguém puder zoar ele ou questionar o porquê da comemoração_ mandar o recado pra @sergiosaleitao ou dar um reply https://twitter.com/frederico_neto/status/315161113975214082	2013-03-22T18:04:02+0000	0	6	6
97730949316_10151403568314317	link		2013-03-22T17:23:53+0000	0	0	0
97730949316_10151403563844317	video	http://www.facebook.com/photo.php?v=153913351438340&set=vb.126470790755705&type=2&theater	2013-03-22T17:20:30+0000	0	1	1
97730949316_10151403484169317	photo		2013-03-22T16:16:47+0000	1	0	1
97730949316_10151403507099317	link		2013-03-22T16:35:22+0000	1	2	3
97730949316_10151392744199317	status	Carxs___Acabei me ausentando do grupo por um bom tempo_ e não sei se a ideia já foi lançada antes. Pelo índice de discussões ou pelo campo de buscas não achei referências.__Nas últimas semanas_ iniciativas como Avaaz passaram a receber grande destaque midiático. Porém um detalhe *bastante* importante que não é comentado é que_ de fato_ mobilizações com assinaturas virtuais não tem absolutamente nenhuma validade legal no momento. O máximo que se pode dizer é que elas tem validade política. Só que isso não é suficiente quando os governantes vendem seus ideais políticos em troca de apoios em campanhas. E_ mesmo que fosse_ nossa Carta de Princípios pede que lutemos por uma legitimidade maior neste sentido.__Assim_ proponho que lancemos uma campanha de mobilização para que o PLS - PROJETO DE LEI DO SENADO_ Nº 129 de 2010 saia dos fundos da gaveta em que está há alguns meses.__Para conhecer melhor o projeto de lei é só consultar o endereço: http://www.senado.gov.br/atividade/materia/detalhes.asp?p_cod_mate=96813__Me parece ser de grande interesse do nosso partido que esta proposta seja aprovada o quanto antes.__Ahoy.	2013-03-17T01:43:32+0000	11	5	16
97730949316_10151401560524317	status	Pessoas_ que tal identificarmos os organizadores nas nossas cidades e ver qual é a deste movimento?__http://www.facebook.com/pages/Document-Freedom-Day-Brasil/342579975854437?fref=ts	2013-03-21T15:21:23+0000	2	2	4
97730949316_10151401551144317	link	PSDB e PSOL se unem contra blogosfera http://brasiliaempauta.com.br/artigo/ver/id/1711/nome/PSDB_e_PSOL_se_unem_contra_blogosfera	2013-03-21T15:13:18+0000	2	3	5
97730949316_10151402879649317	link		2013-03-22T08:29:53+0000	5	3	8
97730949316_10151402915359317	link		2013-03-22T09:26:44+0000	0	2	2
97730949316_10151402828179317	link	http://registro.br/vagas.html	2013-03-22T07:11:59+0000	0	0	0
97730949316_10151402735429317	status		2013-03-22T04:42:12+0000	0	1	1
97730949316_10151373682094317	link	E por falar em Feminismo_ vejam só um dos benefícios do movimento em países onde ele já esta tão avançado ao ponto de fazer lobby para que promova sua agenda ideológica a nível de estado. Aqui na Europa existem diversas instituições Feministas com orçamentos recheados se utilizando do discurso de igualdade para restringir direitos de liberdade a todos os cidadãos.__É minha forte opinião que o Feminismo_ com sua verborragia divisiva_ inflexibilidade ideológica e policiamento do socialmente aceitável_ não tem lugar nos Piratas. Tenho consciência que muito aqui se denominam feministas_ com f minusculo_ aquela definição do dicionario que nenhuma pessoa que respeite os direitos humanos poderia descordar_ e que de fato defendemos na nossa constituição. Aconselho estes a lerem mais sobre as Teorias Feministas_ sobre as autoras que criaram o movimento_ os objetivos e consequências de se colocar todo este campo de estudo em pratica. Se depois disso vocês ainda acharem que não há incompatibilidade entre a Teoria Feminista e a Teoria Pirata_ aconselho estudarem mais sobre dissonância cognitiva. __E por favor_ sem essa conversa que o Feminismo é um movimento amplo e plural que inclui o _Sex Positive Feminism_. A realidade é que nas universidades_ nos grupos de estudo Feministas_ esta é a posição minoritária e sem influencia alguma. Pessoalmente não conheço nenhuma militante feminista ativa que defenda a regulação da prostituição_ da pornografia_ do acesso a conteúdo que consideram ofensivos a causa_ da defesa da liberdade de expressão para humoristas machistas.__Não há como negar que a pornografia objetifica mulheres_ que há exploração_ que há violência e degradação. A diferença é que quando defendemos a liberdade de um individuo fazer o que quiser com seu corpo_ de ser o agente consensual do seu destino_ isto inclui se submeter a humilhações_ danos físicos e psicológicos_ ser explorado e objetificado. Na cerne do pensamento pirata está a descentralização_ isto é a internet! na capacidade de termos autonomia com nosso corpo_ de não termos nosso acesso a informação limitado por um poder central hegemônico_ seja para obter transparência das instituições e corporações_ de nos mobilizar politicamente_ usar drogas_ interromper uma gravidez e que também inclui o direito de nos objetificar e explorar nosso corpo como bem entendermos. __A proibição da pornografia consensual é um ataque a liberdade de consciência do ser humano. Se você não ve problemas em ser um(a) pirata feminista_ então fique a vontade para protestar contra esta lei_ que se aprovada a nível de Europa_ certamente vai chegar a outros países rapidinho.  Agora é o momento de mostrar o quanto você valoriza a liberdade na internet_ ou de encarar o quanto você aceita o fascismo quando ele está de acordo com seu ideal de mundo.	2013-03-07T13:03:07+0000	30	5	35
97730949316_10151402580579317	status	Onde está _Amanda Vieira Guarani-Kaiowá_?? Ela nao está mais no grupo e seus comentários foram todos deletados_ alguem sabe o que ocorreu?	2013-03-22T03:40:24+0000	5	1	6
97730949316_10151402727429317	video	http://www.youtube.com/watch?v=DrWriVMTrZQ&feature=share	2013-03-22T04:29:29+0000	0	1	1
97730949316_10151402471939317	status	O Governo Aberto é uma iniciativa excelente que deveríamos todos acompanhar de perto_ a fim de aumentar sua eficácia. Estas são as propostas do Plano de Ação Brasileiro de 2013: http://social.partidopirata.org/diretorio-nacional/discussoes-piratas/governo-aberto	2013-03-22T01:55:55+0000	0	6	6
97730949316_10151402351864317	link	http://observatoriopirata.com.br/ecad-entendendo-a-grande-fraude/	2013-03-22T00:09:54+0000	0	4	4
97730949316_10151402324109317	link	Ecad: Entendendo a grande fraude	2013-03-21T23:42:07+0000	0	2	2
97730949316_10151402315539317	status	Não se leram sobre isso. De qualquer forma_ aqui vai:_Ano passado_ o Ministério Público de Portugal_ arquivou uma queixa-crime da ACAPOR (Associação do Comércio Audiovisual de Obras Culturais e de Entretenimento de Portugal ) contra desconhecidos que realizaram a partilha através das redes P2P de músicas e filmes protegidos pela lei de direitos autorais. A queixa da ACAPOR alegava que a partilha pública ocasionava subtração e crime de usurpação contra os autores. O despacho do Departamento de Investigação e Ação Penal de Lisboa (DIAP) criou polêmica ao referir que “ (…) do ponto de vista legal_ ainda que colocando-se neste tipo de redes a questão do utilizador agir simultaneamente no ambiente digital em sede de upload e download dos ficheiros a partilhar_ entendemos como lícita a realização pelos participantes na rede P2P_ de reproduções para uso privado – art.º 75.º n.º 2 a) e 81.º b) do CDADC –_ ainda que se possa entender que efetuada a cópia o utilizador não cessa a sua participação na partilha”. A decisão contribuiu para avivar o debate da partilha no âmbito digital no cenário português_ principalmente por que colocou em questão não apenas a defesa dos direitos dos autores_ mas também a liberdade individual e o direito à cultura e ao conhecimento.__O documento está no link abaixo:	2013-03-21T23:31:02+0000	0	3	3
97730949316_10151402258894317	video		2013-03-21T22:28:49+0000	3	5	8
97730949316_10151401590159317	status	Galera_ ontem resolvi fazer um testemunho próprio sobre o que acho do partido_ utilizei algumas informações do estatuto...acho que se todos que fazem parte fizerem algo do tipo_ podemos buscar mais integrantes...espero que gostem.....	2013-03-21T15:50:04+0000	9	1	10
97730949316_10151402095289317	link	http://revistaescola.abril.com.br/planejamento-e-avaliacao/planejamento/conheca-summerhill-escola-aluno-pode-quase-tudo-inglaterra-626600.shtml	2013-03-21T21:19:22+0000	0	1	1
97730949316_10151401665119317	video	muito interessante o vídeo_ mostra passo a passo como reduzir a corrupção no país usando os próprios recursos do governo._ _http://www.youtube.com/watch?feature=player_embedded&v=ESenZF_G1qI	2013-03-21T16:04:44+0000	2	1	3
97730949316_10151401742259317	link	A indústria está começando a perceber que seu modelo de negócio está ficando defasado	2013-03-21T16:56:26+0000	0	2	2
97730949316_10151401699869317	photo	Essa guerra está longe de acabar. Enquanto os movimentos pela legalização da maconha tentam conscientizar a população e os governantes_ os obscurantistas e ignorantes continuam em sua caça às bruxas.	2013-03-21T16:17:11+0000	0	0	0
97730949316_10151401580884317	photo		2013-03-21T15:41:29+0000	0	2	2
97730949316_10151401479709317	link	http://brasil.vamoscurtir.com.br/2013/03/policia-procura-casal-homossexual.html	2013-03-21T14:03:44+0000	0	0	0
97730949316_10151401475109317	link	aborto e medicina	2013-03-21T13:58:35+0000	0	0	0
97730949316_10151401409579317	link	Quem pode subir no nosso servidor _GTI_ http://www.tuxtilt.com/catarse-plataforma-de-crowdfunding-open-source/	2013-03-21T12:56:39+0000	1	0	1
97730949316_10151401341819317	link		2013-03-21T11:46:50+0000	0	2	2
97730949316_10151400333744317	link		2013-03-20T22:18:06+0000	1	3	4
97730949316_10151400869299317	photo		2013-03-21T04:25:42+0000	0	0	0
97730949316_10151400845969317	status	Só aconteceu porque a Globo tava no meio. http://www.territorioeldorado.limao.com.br/noticias/not254038.shtm	2013-03-21T04:11:05+0000	0	0	0
97730949316_10151400797944317	status	http://www1.folha.uol.com.br/tec/1249429-pirataria-nao-prejudica-vendas-legais-de-musica-digital-diz-uniao-europeia.shtml	2013-03-21T03:31:13+0000	0	0	0
97730949316_10151400768499317	status	Estão atribuindo frases mentirosas ao Deputado Jean Wyllys_ incitando o ódio religioso e isso está ganhando corpo nas redes sociais causando a ira de católicos e evangélicos_ é impressão minha ou arquitetaram isso para desviar o foco do Marco Feliciano?	2013-03-21T02:55:04+0000	0	0	0
97730949316_10151400759099317	link	PR esta fervendo com propinas http://blogdotarso.com/2013/03/18/joice-hasselmann-pode-derrubar-o-governo-do-parana/	2013-03-21T02:44:33+0000	0	2	2
97730949316_10151400697874317	status	quem é o pessoal PIRATAS de minas gerais?	2013-03-21T01:45:31+0000	1	1	2
97730949316_10151400720064317	link	O que é ciência? Deus existe? Homossexualismo é opção ou é genético? O que é _friend zone_? O feminismo venceu? A corrupção um dia acaba ou sempre vai existir? Pena de morte diminuiria a criminalidade? Existe solução viável para o tráfico de drogas? Mulher trai tanto quanto o homem?__Você pode se fazer muitas perguntas_ mas com certeza tem as respostas para muitas delas.__Ou pelo menos acha. É por isso que eu estou entrando em contato para falar sobre o Parla e te convidar a participar dessa nova rede social que trabalha com compartilhamento de conhecimento.__No momento a inscrição poderá ser feita gratuitamente por tempo indeterminado e você pode repassar esse e-mail a quem quiser para que também venha participar do site.__O que é o Parla?__O Parla é uma rede social brasileira no ar há apenas 2 meses. Estamos no começo e muito ainda está por vir. A proposta é que todos os usuários possam participar de qualquer tema_ independente do nível de conhecimento_ apenas pela oportunidade de contribuir para o debate com seu ponto de vista.__Você pode criar sua conta (uma ou mais) em seu nome ou em nome do seu blog_ site_ etc. Ou mesmo com um _nickname_ e até mesmo como anônimo(a). O foco é a discussão entre os participantes_ não a _cara_ de cada um. Apenas lembre-se que o e-mail cadastrado precisa ser válido_ pois será o único meio de contato entre nós do site e você.__Listas de tópicos__Passe no site para conferir a nova ferramenta de listas públicas de tópicos_ onde você pode se manter atualizado(a) sobre os tópicos que vão sendo criados dentro dos temas que mais lhe interessam e isso vale também para quem pode acabar te encontrando por lá através dos temas que você vier a tratar dentro do site.__Muitos tópicos já estão abertos para discussão nos mais variados temas. Quem sabe alguém com os mesmos interesses que os seus acabe encontrando seu tópico?__Comece hoje!__Comece criando um ou mais tópicos e convide seus amigos(as) a comentarem para entender como funciona.__Lembrando que você não precisa estar de acordo com o que colocar como tópico. Apenas esteja disposto a começar uma discussão.__http://iParla.net/	2013-03-21T02:09:11+0000	0	0	0
97730949316_10151400703784317	photo		2013-03-21T01:51:47+0000	0	3	3
97730949316_10151396422599317	link	Olá a todos os marujos_ este é meu primeiro post aqui no grupo e gostaria de notificar que o link para cadastro de novo membro da página social não está funcionando corretamente (http://social.partidopirata.org/account/signup). Está ocorrendo o redirecionamento para a página inicial. Tentei em outros navegadores além do Mozilla Firefox 19.0.2 (até no TOR) e não obtive sucesso. Fica o alerta para a equipe de T.I. Obrigado.	2013-03-18T20:08:21+0000	6	0	6
97730949316_10151400686299317	photo		2013-03-21T01:33:31+0000	0	2	2
97730949316_10151400014474317	link	http://hackathondadoseducacionais.com/	2013-03-20T18:17:17+0000	2	1	3
97730949316_10151400462044317	status		2013-03-20T23:10:15+0000	2	2	4
97730949316_10151396709624317	photo	Aos piratas Paulistas_ estaremos em breve realizando nossa convenção_ fique atento! Participe!	2013-03-18T22:41:01+0000	22	6	28
97730949316_10151400077264317	photo		2013-03-20T19:19:41+0000	3	6	9
97730949316_10151400155854317	link	DENUNCIA GRAVÍSSIMA!_O Ministro das Comunicações_ quer doar mais de R$ 100 bi do patrimônio Brasileiro para as Teles cumprirem suas obrigações contratuais.__Além da vergonhosa e injustificável doação_ toda infra-estrutura de telecomunicações será privada_ incluindo a malha de fibras óticas levantada pelo Rogério Santanna Dos Santos para a elaboração do PNBL_ que não estavam arroladas nos bens reversíveis.__Tentando ser objetivo_ as consequências serão:_1) A ANATEL não terá mais o que regular_ pois com toda a rede privada o governo não terá nenhuma interferência nas Teles_ ou seja_ ficaremos refens destas empresas.__2) A INTERNET irá acabar_ uma vez donas das redes_ e sem a gerência do governo_ a Internet seguirá as regras das Teles que querem a quebra da neutralidade e da privacidade_ elas querem saber tudo o que você faz na Internet!__Tem muitas outras péssimas consequências_ estas são uma das que me vieram a mente_ leia o texto_ entenda_ e informe o máximo de pessoas deste plano malígno de entregar o país_ muito pior que a Privataria Tucana.__http://www.campanhabandalarga.com.br/2013/03/20/governo-dilma-prepara-nova-privatizacao-das-telecomunicacoes-o-que-restou-do-fhc/	2013-03-20T20:09:57+0000	2	4	6
97730949316_10151400091074317	status	bora concorrer_ galera!!!__http://www.facebook.com/photo.php?fbid=260238750777164&set=a.187491244718582.46648.169669406500766&type=1&theater	2013-03-20T19:27:17+0000	1	1	2
97730949316_10151400010269317	link	O sarcasmo de Hollywood: quando eles prometem liberdade_ espere ter as mãos atadas	2013-03-20T18:12:44+0000	0	1	1
97730949316_10151399210209317	status	Uma dúvida_ e-mail pode ser _oficialmente_ chamado de correspodência? Caso sim_ acho que a Declaração Universal dos Direitos Humanos protege a neutralidade da rede. Vejam o Artigo XII:__Ninguém será sujeito a interferências na sua vida privada_ na sua família_ no seu lar ou na sua correspondência_ nem a ataques à sua honra e reputação. Toda pessoa tem direito à proteção da lei contra tais interferências ou ataques._	2013-03-20T06:59:48+0000	2	1	3
97730949316_10151399314214317	link	RD @eff Você não mora nos EUA? Diga a Obama para vetar CISPA Nossos dados pessoais não podem ir para o governo/US https://eff.org/r.5bM6 #CISPAalert	2013-03-20T09:27:40+0000	0	2	2
97730949316_10151399197439317	link	Não sei se alguém já publicou aqui isso_ mês passado a Folha publicou um texto fazendo apologia explícita a pirataria. __Acho que valia fazer uma divulgação do tipo _A Folha está apoiando a causa através da desobediência civil!___http://catracalivre.folha.uol.com.br/geral/cinema-dica-digital/indicacao/169-filmes-brasileiros-completos-online-e-de-graca/	2013-03-20T06:43:47+0000	0	1	1
97730949316_10151398520459317	status		2013-03-19T22:18:05+0000	0	0	0
97730949316_10151372282879317	link	Parece piada mas não é!_Vai ter Europeu no desespero...	2013-03-06T22:08:29+0000	22	3	25
97730949316_10151398165499317	link	http://www.facebook.com/events/145529208947541/ Chamem os amigos_ ajudem a divulgar... Participem!	2013-03-19T19:31:30+0000	0	0	0
97730949316_10151397933774317	link	DESCOBRIRAM A CAUSA DO AQUECIMENTO GLOBAL!_https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-prn1/533186_262494087218297_1531723603_n.jpg TORNE-SE UM PIRATA_ RÁPIDO!	2013-03-19T16:30:23+0000	2	5	7
97730949316_10151398083419317	photo		2013-03-19T18:24:24+0000	3	2	5
97730949316_10151398138864317	link		2013-03-19T19:10:34+0000	0	1	1
97730949316_10151398107774317	link	Você comprou_ mas o DRM faz com que não seja realmente seu...	2013-03-19T18:46:01+0000	0	0	0
97730949316_10151397581704317	link	quem quiser acompanhar a reunião do cgi.br em ctba http://cgi.br/acoes/reunioes_extraordinarias/2013/curitiba/transmissao/index.htm	2013-03-19T12:12:16+0000	2	2	4
97730949316_10151397731954317	photo		2013-03-19T14:34:51+0000	0	1	1
97730949316_10151396685079317	link		2013-03-18T22:20:58+0000	1	1	2
97730949316_10151388260614317	photo	Atenção Piratas_ essa é uma rede muito interessante para divulgarmos nossas propostas e posições sobre EDUCAÇÃO. Nela estarão participando educadores e estudantes de todo o país_ podemos fazer uma ação interessante por lá e a criação de comunidades/conferencias livres na rede é liberada!	2013-03-14T20:38:28+0000	3	5	8
97730949316_10151396226184317	link	É uma briga que devemos encarar?	2013-03-18T17:38:31+0000	3	1	4
97730949316_10151396336864317	photo	O Governo estuda a proposta de trocar bilhões de reais em bens ligados à concessão de telefonia fixa (e parte essencial da infraestrutura de banda larga) para que as empresas invistam em suas próprias redes. __Para mais detalhes: http://www1.folha.uol.com.br/mercado/1241389-expansao-da-banda-larga-tera-pacote-de-r-100-bilhoes.shtml	2013-03-18T18:53:43+0000	0	1	1
97730949316_10151394120964317	link	Bem interessante essa série sobre o Facebook... http://www.youtube.com/user/SaiaDoFacebook	2013-03-17T17:35:33+0000	2	2	4
97730949316_10151396258614317	status		2013-03-18T18:01:49+0000	0	2	2
97730949316_10151396258579317	status	Ô loko meu... vendo a lista de doações aki... q coisa boa q eu tô vendo!	2013-03-18T18:01:48+0000	0	1	1
97730949316_10151396170884317	photo		2013-03-18T16:55:37+0000	2	3	5
97730949316_10151395995959317	status	segue....	2013-03-18T15:44:20+0000	5	0	5
97730949316_10151396210454317	link	O futuro da liberdade civil na Internet não passa por interesses empresariais	2013-03-18T17:23:39+0000	0	2	2
97730949316_10151396148719317	link	É nego...no Egito agora é assim ...aqui se faz aqui se paga	2013-03-18T16:35:20+0000	1	0	1
97730949316_10151396139834317	link	E enquanto isso na vila agrária..._Acabei de ficar sabendo sobre uma gestante da Vila_ que tá com a criança morta dentro dela... Ela tá na maternidade Marly Sarney e ainda não foi atendida_ meu Deus!_Que isto tudo aconteça para que este povo comece a se mover_ um em prol do outro e todos por si_ pela coletividade...	2013-03-18T16:27:19+0000	1	0	1
97730949316_10151396095624317	video		2013-03-18T16:19:56+0000	1	1	2
97730949316_10151394974879317	link		2013-03-18T03:01:06+0000	0	1	1
97730949316_10151394782779317	video		2013-03-18T00:46:05+0000	0	6	6
97730949316_10151394291969317	link	Censura na Internet caracteriza governo ilegítimo e falta de liberdade civil http://wp.me/P3gduI-4g	2013-03-17T19:31:25+0000	1	4	5
97730949316_10151394054554317	photo	bora	2013-03-17T16:38:38+0000	1	4	5
97730949316_10151393885284317	photo		2013-03-17T15:45:28+0000	1	2	3
97730949316_10151312321934317	link	Criminalidade do Brasil__Criei diversos pensamentos sobre o meu ponto de vista sobre o crime no Brasil._Peço leiam tudo antes de responder.__Pena de morte:_https://www.facebook.com/marcos.dias.pereira/posts/3848345381671__Solução para criminalidade:_https://www.facebook.com/photo.php?fbid=3677897720586&set=a.2335965373116.89412.1669313773&type=1__Táticas antiguadas / Pena de morte:_http://hypescience.com/5-taticas-comuns-para-combater-o-crime-que-estatisticas-dizem-que-nao-funcionam/__Documento sobre o sistema prisional:_http://www.depen.pr.gov.br/arquivos/File/monografia_joseribamar.pdf__Responda só quem leu tudo por favor.	2013-02-07T01:22:27+0000	6	1	7
97730949316_10151394029499317	status	alguém aqui entende de Joomla_ especificamente de modificação de template_ e com alguma disposição pra me ajudar? (imaginem agora aquela carinha de pedinte do Gato de Botas do Shrek) =)	2013-03-17T16:14:22+0000	1	2	3
